Order_ID,Order_Date,Ship_Date,Region,City,Category,Sub_Category,Customer_Segment,Payment_Mode,Sales,Quantity,Discount,Profit
ORD-10208,2023-10-03,2023-10-04,South,Delhi,Furniture,Table,Home Office,UPI,20209.35,9,0.26,-513.48
ORD-10209,2024-04-29,2024-05-01,North,Bangalore,Electronics,Laptop,Consumer,Debit Card,23552.16,2,0.28,-2651.65
ORD-10210,2023-12-25,2023-12-31,East,Hyderabad,Office Supplies,Desk Organizer,Home Office,Credit Card,2125.91,3,0.07,203.08
ORD-10211,2024-07-26,2024-08-02,West,Pune,Office Supplies,Printer,Consumer,Debit Card,8692.91,5,0.27,-1282.39
ORD-10212,2024-02-28,2024-03-02,North,Bangalore,Office Supplies,Notebook,Home Office,Debit Card,29239.12,6,0.07,658.94
ORD-10213,2025-11-11,2025-11-13,West,Bangalore,Furniture,Table,Consumer,Credit Card,26001.1,1,0.29,-5467.19
ORD-10214,2024-06-13,2024-06-18,West,Pune,Office Supplies,Notebook,Consumer,Net Banking,21023.89,8,0.15,401.07
ORD-10215,2024-06-04,2024-06-07,North,Bangalore,Office Supplies,Notebook,Corporate,Net Banking,3820.29,7,0.13,305.46
ORD-10216,2024-05-12,2024-05-17,East,Hyderabad,Office Supplies,Pen Set,Home Office,Debit Card,17794.66,1,0.01,2391.84
ORD-10217,2024-07-23,2024-07-25,South,Ahmedabad,Furniture,Sofa,Corporate,Credit Card,28459.64,2,0.09,2925.99
ORD-10218,2024-06-18,2024-06-19,East,Kolkata,Office Supplies,Notebook,Corporate,Net Banking,26618.56,6,0.13,4.06
ORD-10219,2025-01-10,2025-01-13,East,Pune,Electronics,Headphones,Consumer,Net Banking,28202.2,4,0.05,4860.85
ORD-10220,2025-09-20,2025-09-24,West,Kolkata,Furniture,Table,Home Office,Credit Card,47332.72,3,0.19,-2757.28
ORD-10221,2024-10-02,2024-10-06,East,Bangalore,Office Supplies,Printer,Home Office,Net Banking,1756.62,2,0.26,-225.56
ORD-10222,2024-02-25,2024-03-01,West,Delhi,Office Supplies,Desk Organizer,Home Office,Debit Card,27810.27,3,0.07,3180.9
ORD-10223,2025-03-03,2025-03-07,East,Pune,Electronics,Tablet,Consumer,Debit Card,1475.67,6,0.1,94.28
ORD-10224,2024-04-27,2024-04-30,East,Ahmedabad,Office Supplies,Printer,Corporate,Credit Card,44429.29,8,0.03,3049.38
ORD-10225,2025-04-07,2025-04-14,East,Pune,Office Supplies,Pen Set,Corporate,Debit Card,36252.21,8,0.24,91.71
ORD-10226,2025-02-05,2025-02-11,South,Kolkata,Electronics,Laptop,Corporate,Debit Card,47248.28,6,0.06,2297.66
ORD-10227,2023-04-10,2023-04-14,South,Hyderabad,Electronics,Smartphone,Consumer,UPI,44868.62,7,0.19,322.2
ORD-10228,2024-07-25,2024-07-28,West,Kolkata,Electronics,Tablet,Consumer,Credit Card,42482.34,3,0.17,-1517.26
ORD-10229,2024-05-20,2024-05-22,East,Kolkata,Office Supplies,Desk Organizer,Consumer,UPI,44687.25,5,0.1,84.22
ORD-10230,2025-12-29,2026-01-04,West,Delhi,Office Supplies,Notebook,Corporate,Net Banking,19294.77,7,0.01,3977.25
ORD-10231,2025-07-08,2025-07-09,North,Kolkata,Furniture,Table,Home Office,Net Banking,17587.01,9,0.13,-371.21
ORD-10232,2024-02-16,2024-02-21,East,Kolkata,Office Supplies,Pen Set,Corporate,Credit Card,47448.44,6,0.23,-7456.64
ORD-10233,2024-04-18,2024-04-20,North,Delhi,Furniture,Chair,Home Office,Net Banking,28505.94,7,0.24,-2991.91
ORD-10234,2024-05-27,2024-05-29,North,Hyderabad,Office Supplies,Notebook,Home Office,Credit Card,1612.23,9,0.16,26.92
ORD-10235,2024-05-28,2024-06-03,West,Delhi,Office Supplies,Desk Organizer,Home Office,UPI,13265.44,6,0.19,-738.34
ORD-10236,2025-09-27,2025-10-02,North,Delhi,Furniture,Chair,Consumer,Net Banking,7047.67,2,0.08,-185.51
ORD-10237,2025-08-04,2025-08-05,West,Ahmedabad,Office Supplies,Notebook,Home Office,Credit Card,45757.79,5,0.24,-4135.67
ORD-10238,2023-06-05,2023-06-06,North,Pune,Office Supplies,Pen Set,Consumer,Net Banking,3825.18,5,0.2,61.01
ORD-10239,2025-01-15,2025-01-19,South,Mumbai,Furniture,Wardrobe,Home Office,UPI,10717.85,6,0.04,2036.43
ORD-10240,2024-03-30,2024-04-02,West,Bangalore,Office Supplies,Desk Organizer,Home Office,Debit Card,43757.56,8,0.08,4227.84
ORD-10241,2025-06-11,2025-06-18,North,Ahmedabad,Furniture,Sofa,Home Office,Credit Card,24966.56,1,0.13,-84.19
ORD-10242,2023-10-18,2023-10-20,East,Ahmedabad,Furniture,Table,Consumer,Net Banking,26186.43,2,0.05,3865.29
ORD-10243,2025-11-21,2025-11-28,South,Mumbai,Electronics,Laptop,Consumer,Debit Card,4598.53,4,0.23,-764.97
ORD-10244,2024-04-19,2024-04-21,West,Ahmedabad,Electronics,Laptop,Home Office,Debit Card,41935.41,4,0.22,-4637.04
ORD-10245,2025-10-16,2025-10-21,West,Ahmedabad,Electronics,Headphones,Consumer,Credit Card,28537.03,2,0.12,3447.77
ORD-10246,2025-03-31,2025-04-07,West,Delhi,Office Supplies,Notebook,Corporate,Net Banking,7182.56,8,0.06,-27.03
ORD-10247,2025-04-07,2025-04-10,West,Kolkata,Furniture,Chair,Corporate,UPI,13482.07,3,0.25,-414.15
ORD-10248,2024-12-19,2024-12-20,North,Hyderabad,Electronics,Tablet,Home Office,Debit Card,47784.2,2,0.19,-2157.58
ORD-10249,2024-02-13,2024-02-18,East,Bangalore,Office Supplies,Pen Set,Corporate,Debit Card,17546.99,8,0.22,-1244.11
ORD-10250,2023-12-03,2023-12-10,West,Chennai,Furniture,Chair,Corporate,UPI,34575.92,9,0.07,4972.72
ORD-10251,2025-02-14,2025-02-18,East,Ahmedabad,Furniture,Chair,Corporate,UPI,40071.09,3,0.08,3528.1
ORD-10252,2025-05-10,2025-05-17,South,Kolkata,Electronics,Tablet,Consumer,Debit Card,18368.21,1,0.04,3674.51
ORD-10253,2023-10-10,2023-10-16,North,Bangalore,Office Supplies,Pen Set,Home Office,Credit Card,22577.29,8,0.23,-1178.76
ORD-10254,2025-05-06,2025-05-09,East,Delhi,Office Supplies,Notebook,Home Office,Net Banking,38072.27,5,0.21,374.6
ORD-10255,2025-01-23,2025-01-30,West,Bangalore,Furniture,Wardrobe,Corporate,Net Banking,12858.57,9,0.19,-17.55
ORD-10256,2023-09-25,2023-10-02,West,Hyderabad,Furniture,Chair,Home Office,Debit Card,3053.99,7,0.3,-424.01
ORD-10257,2025-01-22,2025-01-27,North,Bangalore,Furniture,Chair,Consumer,Debit Card,23923.9,7,0.01,4293.96
ORD-10258,2023-09-27,2023-09-29,North,Hyderabad,Office Supplies,Notebook,Corporate,UPI,15218.78,8,0.29,-778.39
ORD-10259,2023-09-02,2023-09-03,South,Pune,Furniture,Table,Consumer,Debit Card,23973.6,4,0.25,-3264.72
ORD-10260,2024-03-03,2024-03-04,South,Ahmedabad,Office Supplies,Printer,Consumer,Net Banking,41531.32,1,0.2,-3200.43
ORD-10261,2025-11-22,2025-11-27,South,Pune,Electronics,Tablet,Home Office,Debit Card,28253.52,2,0.27,-3219.4
ORD-10262,2024-01-03,2024-01-06,North,Bangalore,Electronics,Tablet,Corporate,Credit Card,22331.09,7,0.02,2078.09
ORD-10263,2024-04-07,2024-04-14,South,Pune,Office Supplies,Pen Set,Consumer,Net Banking,27204.82,6,0.1,2045.21
ORD-10264,2023-12-17,2023-12-20,North,Kolkata,Electronics,Smartphone,Consumer,UPI,44355.9,2,0.01,9493.04
ORD-10265,2025-07-24,2025-07-26,South,Pune,Electronics,Laptop,Corporate,Debit Card,1552.84,7,0.06,103.72
ORD-10266,2025-11-24,2025-12-01,East,Kolkata,Electronics,Tablet,Corporate,Net Banking,46663.2,7,0.0,2824.84
ORD-10267,2025-05-24,2025-05-25,North,Chennai,Furniture,Table,Consumer,UPI,4882.9,5,0.14,127.69
ORD-10268,2023-05-19,2023-05-25,North,Bangalore,Electronics,Smartphone,Corporate,UPI,13948.51,9,0.23,-1345.29
ORD-10269,2024-09-04,2024-09-05,South,Delhi,Electronics,Tablet,Corporate,Credit Card,21357.17,5,0.22,-3616.43
ORD-10270,2023-09-09,2023-09-16,North,Chennai,Office Supplies,Desk Organizer,Consumer,Debit Card,23631.88,8,0.09,455.19
ORD-10271,2025-09-04,2025-09-05,North,Delhi,Office Supplies,Desk Organizer,Home Office,UPI,12063.58,9,0.08,1834.48
ORD-10272,2023-08-16,2023-08-22,East,Ahmedabad,Furniture,Table,Home Office,Net Banking,2732.48,1,0.12,-123.27
ORD-10273,2024-07-31,2024-08-01,North,Bangalore,Electronics,Laptop,Home Office,Debit Card,47842.58,5,0.24,-8234.56
ORD-10274,2024-05-31,2024-06-07,North,Kolkata,Office Supplies,Printer,Home Office,Net Banking,21170.25,8,0.27,-2113.64
ORD-10275,2025-07-11,2025-07-17,West,Mumbai,Electronics,Laptop,Consumer,Credit Card,45234.34,2,0.05,8966.97
ORD-10276,2025-03-07,2025-03-11,South,Chennai,Office Supplies,Pen Set,Consumer,Net Banking,11967.75,4,0.25,-1841.67
ORD-10277,2025-08-29,2025-09-03,West,Chennai,Furniture,Sofa,Home Office,Debit Card,41616.8,2,0.12,-2607.44
ORD-10278,2025-10-17,2025-10-22,South,Hyderabad,Electronics,Smartphone,Corporate,Debit Card,47884.88,8,0.11,-2319.13
ORD-10279,2024-07-16,2024-07-23,North,Hyderabad,Furniture,Sofa,Home Office,UPI,48470.58,1,0.16,458.28
ORD-10280,2025-08-20,2025-08-24,East,Bangalore,Electronics,Headphones,Consumer,Credit Card,26489.06,3,0.23,-1080.64
ORD-10281,2025-04-25,2025-04-26,East,Hyderabad,Furniture,Sofa,Consumer,Credit Card,8117.85,3,0.07,201.03
ORD-10282,2023-03-22,2023-03-24,South,Hyderabad,Furniture,Wardrobe,Corporate,Credit Card,27080.23,9,0.27,-1299.16
ORD-10283,2025-02-04,2025-02-07,East,Pune,Furniture,Table,Consumer,UPI,23142.89,8,0.08,-94.82
ORD-10284,2025-08-14,2025-08-16,West,Delhi,Electronics,Tablet,Corporate,Net Banking,44493.03,9,0.26,-9028.33
ORD-10285,2023-08-20,2023-08-23,West,Delhi,Office Supplies,Pen Set,Home Office,Net Banking,16788.04,9,0.17,-1722.5
ORD-10286,2023-11-02,2023-11-07,South,Hyderabad,Electronics,Laptop,Consumer,Debit Card,20718.43,6,0.08,2376.07
ORD-10287,2023-08-11,2023-08-17,East,Delhi,Electronics,Tablet,Home Office,UPI,25045.85,6,0.29,-5462.66
ORD-10288,2025-09-14,2025-09-15,South,Kolkata,Office Supplies,Pen Set,Home Office,Credit Card,44776.76,1,0.02,9250.04
ORD-10289,2024-08-24,2024-08-27,North,Hyderabad,Office Supplies,Printer,Consumer,UPI,26045.91,3,0.25,-3397.38
ORD-10290,2024-12-11,2024-12-18,North,Delhi,Electronics,Smartphone,Consumer,UPI,34061.8,1,0.26,-1720.62
ORD-10291,2024-02-28,2024-02-29,North,Pune,Electronics,Headphones,Corporate,Credit Card,33093.37,1,0.05,1061.64
ORD-10292,2023-11-01,2023-11-02,South,Bangalore,Furniture,Wardrobe,Consumer,Credit Card,17033.44,9,0.28,-3557.15
ORD-10293,2024-03-12,2024-03-13,West,Hyderabad,Electronics,Laptop,Corporate,Credit Card,35100.04,7,0.26,-622.57
ORD-10294,2023-10-14,2023-10-21,East,Kolkata,Electronics,Tablet,Home Office,Debit Card,23540.77,7,0.0,5037.47
ORD-10295,2023-09-09,2023-09-10,South,Bangalore,Electronics,Headphones,Corporate,Net Banking,11816.95,7,0.05,1933.18
ORD-10296,2023-06-29,2023-07-03,North,Pune,Electronics,Headphones,Consumer,Net Banking,41690.64,7,0.06,284.32
ORD-10297,2024-07-31,2024-08-05,West,Hyderabad,Furniture,Sofa,Corporate,UPI,16658.46,9,0.19,-1466.6
ORD-10298,2024-06-26,2024-06-28,West,Pune,Furniture,Wardrobe,Consumer,Net Banking,31883.28,8,0.25,-5557.58
ORD-10299,2024-02-12,2024-02-15,East,Hyderabad,Electronics,Laptop,Home Office,UPI,14525.48,7,0.16,1199.78
ORD-10300,2024-08-29,2024-09-03,West,Delhi,Office Supplies,Pen Set,Consumer,Debit Card,17422.67,5,0.03,3614.26
ORD-10301,2025-11-29,2025-12-06,North,Pune,Office Supplies,Notebook,Corporate,UPI,34550.34,2,0.28,-6796.9
ORD-10302,2024-11-25,2024-11-26,North,Pune,Electronics,Laptop,Consumer,Net Banking,38663.72,1,0.17,-1965.02
ORD-10303,2023-09-18,2023-09-21,North,Chennai,Office Supplies,Printer,Corporate,Credit Card,31235.32,2,0.26,-477.97
ORD-10304,2023-04-03,2023-04-07,South,Ahmedabad,Furniture,Chair,Consumer,Net Banking,48459.45,4,0.19,-1023.5
ORD-10305,2023-12-06,2023-12-12,West,Hyderabad,Electronics,Smartphone,Consumer,Net Banking,19488.81,1,0.1,930.17
ORD-10306,2025-03-14,2025-03-16,East,Chennai,Office Supplies,Desk Organizer,Corporate,Debit Card,38635.17,7,0.13,-976.49
ORD-10307,2024-12-23,2024-12-24,South,Hyderabad,Furniture,Table,Corporate,Net Banking,49857.66,1,0.03,9514.93
ORD-10308,2023-12-09,2023-12-10,East,Delhi,Electronics,Smartphone,Home Office,Debit Card,26587.69,4,0.25,-1208.02
ORD-10309,2024-10-29,2024-11-01,East,Hyderabad,Electronics,Laptop,Home Office,UPI,11887.66,3,0.29,-2493.89
ORD-10310,2023-08-07,2023-08-10,West,Bangalore,Furniture,Table,Corporate,Net Banking,21900.57,5,0.27,-1062.79
ORD-10311,2023-08-06,2023-08-09,South,Delhi,Office Supplies,Pen Set,Home Office,Debit Card,48243.76,3,0.08,8046.84
ORD-10312,2024-02-23,2024-02-24,South,Pune,Furniture,Table,Consumer,Net Banking,20762.03,6,0.07,469.66
ORD-10313,2025-08-12,2025-08-13,West,Hyderabad,Office Supplies,Printer,Home Office,Credit Card,2041.14,9,0.21,-96.85
ORD-10314,2025-03-05,2025-03-11,North,Hyderabad,Furniture,Sofa,Consumer,Credit Card,23840.86,8,0.05,971.28
ORD-10315,2025-12-13,2025-12-14,North,Delhi,Furniture,Chair,Home Office,UPI,5012.64,8,0.23,-55.36
ORD-10316,2023-08-06,2023-08-13,South,Delhi,Electronics,Headphones,Corporate,Credit Card,38170.69,3,0.24,-5006.71
ORD-10317,2025-07-19,2025-07-22,East,Delhi,Office Supplies,Notebook,Consumer,Debit Card,45635.88,3,0.06,3761.28
ORD-10318,2023-10-11,2023-10-13,East,Hyderabad,Electronics,Laptop,Home Office,Net Banking,560.98,7,0.04,82.53
ORD-10319,2025-07-04,2025-07-11,East,Delhi,Electronics,Smartphone,Consumer,Credit Card,21800.14,6,0.07,265.2
ORD-10320,2023-12-31,2024-01-07,West,Kolkata,Electronics,Tablet,Home Office,UPI,32750.21,5,0.08,4241.54
ORD-10321,2025-09-13,2025-09-18,East,Pune,Furniture,Sofa,Consumer,UPI,15862.92,1,0.0,1022.99
ORD-10322,2025-01-23,2025-01-29,North,Delhi,Office Supplies,Desk Organizer,Home Office,Net Banking,19928.43,6,0.09,1972.84
ORD-10323,2023-03-15,2023-03-17,West,Pune,Office Supplies,Pen Set,Consumer,Net Banking,43076.06,6,0.27,-3236.86
ORD-10324,2024-12-27,2024-12-29,South,Hyderabad,Electronics,Smartphone,Corporate,Net Banking,37583.5,9,0.07,6664.78
ORD-10325,2025-07-04,2025-07-11,West,Mumbai,Furniture,Chair,Home Office,Debit Card,7553.53,6,0.19,3.72
ORD-10326,2023-12-19,2023-12-25,South,Hyderabad,Office Supplies,Notebook,Home Office,Credit Card,28202.61,2,0.1,1510.03
ORD-10327,2024-04-13,2024-04-17,East,Mumbai,Office Supplies,Printer,Corporate,Net Banking,4849.39,1,0.25,-622.85
ORD-10328,2025-08-08,2025-08-12,West,Bangalore,Office Supplies,Pen Set,Home Office,Credit Card,16443.69,6,0.17,294.23
ORD-10329,2025-06-08,2025-06-09,South,Ahmedabad,Office Supplies,Desk Organizer,Home Office,Credit Card,40129.04,2,0.01,6985.55
ORD-10330,2024-11-26,2024-12-02,South,Delhi,Electronics,Laptop,Consumer,Debit Card,47601.72,3,0.27,-4809.9
ORD-10331,2025-05-12,2025-05-13,East,Hyderabad,Electronics,Headphones,Home Office,Debit Card,31021.93,9,0.21,440.32
ORD-10332,2025-04-10,2025-04-12,North,Hyderabad,Electronics,Smartphone,Consumer,Debit Card,35847.3,4,0.1,4049.49
ORD-10333,2023-07-23,2023-07-29,South,Delhi,Electronics,Smartphone,Home Office,UPI,4465.68,4,0.17,-2.25
ORD-10334,2025-06-30,2025-07-01,West,Delhi,Furniture,Chair,Corporate,UPI,39299.71,3,0.01,2861.01
ORD-10335,2023-10-18,2023-10-23,East,Chennai,Electronics,Headphones,Home Office,Credit Card,22211.06,2,0.02,1764.02
ORD-10336,2025-07-04,2025-07-05,West,Hyderabad,Electronics,Headphones,Corporate,Net Banking,8397.46,3,0.07,1471.01
ORD-10337,2023-06-20,2023-06-23,South,Mumbai,Furniture,Sofa,Corporate,UPI,17176.34,8,0.26,-2117.31
ORD-10338,2024-01-24,2024-01-30,North,Kolkata,Electronics,Headphones,Home Office,Credit Card,2661.25,2,0.01,454.15
ORD-10339,2025-04-08,2025-04-12,West,Kolkata,Electronics,Tablet,Corporate,Credit Card,16949.57,8,0.29,-1863.35
ORD-10340,2023-08-02,2023-08-04,North,Mumbai,Furniture,Wardrobe,Consumer,Net Banking,10377.35,3,0.07,660.83
ORD-10341,2024-07-10,2024-07-15,North,Delhi,Furniture,Table,Consumer,Debit Card,10577.12,7,0.14,884.82
ORD-10342,2025-09-17,2025-09-20,South,Hyderabad,Electronics,Smartphone,Consumer,Credit Card,36494.87,8,0.13,-394.62
ORD-10343,2023-07-20,2023-07-21,North,Chennai,Office Supplies,Pen Set,Consumer,Net Banking,18866.42,4,0.15,163.39
ORD-10344,2024-05-12,2024-05-17,East,Delhi,Office Supplies,Desk Organizer,Corporate,Credit Card,25942.8,9,0.13,1687.62
ORD-10345,2025-12-13,2025-12-16,South,Bangalore,Furniture,Sofa,Home Office,UPI,24590.11,2,0.18,703.06
ORD-10346,2024-10-31,2024-11-07,South,Bangalore,Electronics,Headphones,Consumer,Net Banking,32922.96,3,0.18,1727.56
ORD-10347,2023-11-18,2023-11-20,South,Ahmedabad,Office Supplies,Pen Set,Consumer,Credit Card,10927.78,2,0.19,72.37
ORD-10348,2024-01-26,2024-02-02,West,Kolkata,Furniture,Chair,Home Office,Credit Card,7012.6,8,0.12,353.23
ORD-10349,2024-12-10,2024-12-17,West,Bangalore,Office Supplies,Notebook,Consumer,UPI,31810.76,2,0.05,5435.73
ORD-10350,2025-11-25,2025-11-28,North,Chennai,Office Supplies,Pen Set,Consumer,Debit Card,24867.75,6,0.26,-3007.48
ORD-10351,2023-02-06,2023-02-13,North,Mumbai,Office Supplies,Notebook,Corporate,Debit Card,25983.46,9,0.2,-3402.47
ORD-10352,2025-01-23,2025-01-25,West,Hyderabad,Furniture,Table,Home Office,Credit Card,32780.1,9,0.29,-6174.9
ORD-10353,2025-10-31,2025-11-06,East,Bangalore,Furniture,Chair,Home Office,UPI,33008.46,1,0.23,-5077.54
ORD-10354,2025-10-17,2025-10-23,East,Pune,Electronics,Laptop,Home Office,Net Banking,48506.14,3,0.13,-670.46
ORD-10355,2025-11-11,2025-11-15,West,Chennai,Electronics,Tablet,Home Office,Net Banking,22714.49,9,0.13,-687.28
ORD-10356,2025-10-04,2025-10-10,West,Chennai,Electronics,Laptop,Home Office,Debit Card,31048.68,1,0.08,1299.39
ORD-10357,2023-01-30,2023-01-31,South,Mumbai,Furniture,Wardrobe,Corporate,Credit Card,19278.25,5,0.11,900.34
ORD-10358,2025-10-31,2025-11-02,North,Mumbai,Office Supplies,Desk Organizer,Corporate,Net Banking,39198.62,8,0.24,-2858.72
ORD-10359,2023-10-07,2023-10-12,North,Pune,Furniture,Sofa,Consumer,Credit Card,43479.43,4,0.08,-807.96
ORD-10360,2024-10-31,2024-11-02,East,Bangalore,Office Supplies,Pen Set,Consumer,UPI,26792.89,4,0.02,4233.29
ORD-10361,2025-05-25,2025-06-01,West,Ahmedabad,Furniture,Sofa,Consumer,Net Banking,11622.71,5,0.28,-1938.31
ORD-10362,2025-06-28,2025-07-04,West,Kolkata,Electronics,Laptop,Home Office,Net Banking,25608.12,4,0.3,-1459.05
ORD-10363,2024-08-13,2024-08-19,South,Ahmedabad,Office Supplies,Printer,Home Office,Debit Card,744.53,2,0.1,107.67
ORD-10364,2024-09-03,2024-09-04,East,Hyderabad,Office Supplies,Notebook,Consumer,Debit Card,29215.56,8,0.15,-65.17
ORD-10365,2023-05-26,2023-05-27,East,Mumbai,Office Supplies,Notebook,Consumer,Credit Card,33509.78,4,0.04,1224.55
ORD-10366,2024-11-15,2024-11-19,West,Hyderabad,Furniture,Chair,Home Office,Credit Card,7605.35,2,0.06,948.28
ORD-10367,2023-02-26,2023-03-04,North,Kolkata,Office Supplies,Pen Set,Home Office,UPI,48510.65,1,0.22,-6731.69
ORD-10368,2024-03-31,2024-04-05,West,Mumbai,Office Supplies,Pen Set,Consumer,Debit Card,12110.78,6,0.08,1239.25
ORD-10369,2024-11-07,2024-11-10,West,Bangalore,Electronics,Smartphone,Consumer,UPI,48942.25,2,0.07,7154.15
ORD-10370,2023-12-27,2023-12-30,South,Delhi,Office Supplies,Pen Set,Corporate,UPI,43298.14,1,0.01,9793.59
ORD-10371,2025-05-12,2025-05-17,South,Kolkata,Furniture,Sofa,Consumer,UPI,34631.57,1,0.18,2014.69
ORD-10372,2025-10-17,2025-10-18,North,Chennai,Office Supplies,Notebook,Home Office,Debit Card,41428.52,5,0.17,-2083.24
ORD-10373,2024-11-25,2024-11-26,South,Mumbai,Furniture,Table,Corporate,Debit Card,8384.73,6,0.1,1033.73
ORD-10374,2023-04-19,2023-04-25,North,Kolkata,Electronics,Laptop,Consumer,Net Banking,49670.18,9,0.03,3861.22
ORD-10375,2025-11-24,2025-11-29,West,Chennai,Office Supplies,Notebook,Home Office,Credit Card,5900.93,2,0.12,-27.11
ORD-10376,2023-06-06,2023-06-13,North,Bangalore,Electronics,Headphones,Home Office,UPI,33545.87,6,0.27,-1490.17
ORD-10377,2024-12-06,2024-12-09,North,Pune,Office Supplies,Pen Set,Consumer,UPI,16201.19,1,0.04,1926.29
ORD-10378,2023-08-14,2023-08-15,North,Delhi,Furniture,Wardrobe,Consumer,Net Banking,785.05,1,0.11,15.1
ORD-10379,2023-07-07,2023-07-09,North,Bangalore,Electronics,Laptop,Consumer,Credit Card,34925.63,9,0.18,-728.64
ORD-10380,2023-09-21,2023-09-22,South,Ahmedabad,Electronics,Smartphone,Corporate,UPI,22498.76,6,0.02,3390.33
ORD-10381,2023-10-10,2023-10-11,South,Mumbai,Office Supplies,Desk Organizer,Consumer,UPI,33576.53,2,0.14,-471.51
ORD-10382,2023-02-05,2023-02-08,South,Delhi,Electronics,Laptop,Home Office,Credit Card,43235.02,2,0.14,-3669.42
ORD-10383,2024-05-20,2024-05-25,East,Ahmedabad,Electronics,Smartphone,Corporate,Net Banking,17391.77,5,0.12,800.62
ORD-10384,2023-11-02,2023-11-05,South,Delhi,Furniture,Chair,Home Office,Credit Card,26913.33,7,0.24,-1248.12
ORD-10385,2024-05-29,2024-05-30,East,Hyderabad,Office Supplies,Pen Set,Consumer,Credit Card,47798.42,5,0.06,-405.69
ORD-10386,2024-02-16,2024-02-19,East,Hyderabad,Office Supplies,Notebook,Corporate,UPI,32550.0,9,0.2,-2408.21
ORD-10387,2023-06-21,2023-06-27,West,Chennai,Furniture,Chair,Corporate,Debit Card,10259.13,6,0.06,238.69
ORD-10388,2023-03-27,2023-04-01,West,Ahmedabad,Furniture,Table,Home Office,Debit Card,31058.91,5,0.09,666.46
ORD-10389,2023-03-06,2023-03-07,North,Ahmedabad,Furniture,Wardrobe,Consumer,UPI,40249.78,3,0.17,-4108.49
ORD-10390,2024-09-09,2024-09-13,West,Pune,Furniture,Wardrobe,Home Office,Debit Card,36022.97,2,0.08,1898.76
ORD-10391,2024-07-27,2024-08-01,East,Kolkata,Furniture,Wardrobe,Corporate,Net Banking,6533.36,7,0.2,-742.92
ORD-10392,2024-01-26,2024-01-28,East,Delhi,Electronics,Tablet,Corporate,Net Banking,26495.59,7,0.09,3144.54
ORD-10393,2023-09-14,2023-09-16,North,Mumbai,Office Supplies,Notebook,Home Office,UPI,9668.81,8,0.29,-1385.45
ORD-10394,2024-06-10,2024-06-11,North,Kolkata,Furniture,Table,Consumer,Credit Card,40396.63,1,0.11,1829.96
ORD-10395,2024-06-18,2024-06-22,South,Bangalore,Furniture,Chair,Consumer,Debit Card,6059.07,7,0.19,-223.97
ORD-10396,2023-01-24,2023-01-30,East,Pune,Office Supplies,Pen Set,Corporate,Net Banking,29880.16,9,0.19,-3138.77
ORD-10397,2024-10-21,2024-10-28,West,Mumbai,Furniture,Wardrobe,Corporate,Net Banking,18358.24,8,0.23,-1260.71
ORD-10398,2024-05-06,2024-05-10,North,Bangalore,Office Supplies,Notebook,Consumer,UPI,13154.43,4,0.08,1769.57
ORD-10399,2024-05-01,2024-05-08,North,Delhi,Office Supplies,Notebook,Consumer,Debit Card,21475.04,9,0.03,3108.98
ORD-10400,2025-11-20,2025-11-26,North,Kolkata,Electronics,Headphones,Consumer,Net Banking,22862.5,2,0.05,1075.61
ORD-10401,2025-04-05,2025-04-10,North,Bangalore,Electronics,Laptop,Consumer,Net Banking,43528.35,1,0.07,-37.31
ORD-10402,2023-04-01,2023-04-02,North,Hyderabad,Electronics,Smartphone,Home Office,Net Banking,1670.11,3,0.18,-34.51
ORD-10403,2025-10-22,2025-10-27,East,Bangalore,Office Supplies,Desk Organizer,Consumer,Net Banking,11981.38,9,0.15,1168.87
ORD-10404,2025-12-11,2025-12-13,West,Kolkata,Furniture,Wardrobe,Corporate,Debit Card,7253.77,5,0.2,-445.79
ORD-10405,2025-06-22,2025-06-26,South,Chennai,Furniture,Sofa,Corporate,UPI,22566.65,9,0.21,863.2
ORD-10406,2024-03-04,2024-03-06,East,Ahmedabad,Office Supplies,Notebook,Consumer,Net Banking,6855.52,3,0.18,-428.84
ORD-10407,2024-09-23,2024-09-30,East,Bangalore,Furniture,Wardrobe,Consumer,Net Banking,45323.48,4,0.03,9012.04
ORD-10408,2023-01-19,2023-01-21,North,Ahmedabad,Electronics,Headphones,Consumer,Debit Card,9997.43,8,0.11,87.1
ORD-10409,2025-03-20,2025-03-27,West,Kolkata,Furniture,Table,Corporate,UPI,31049.21,1,0.25,-2051.72
ORD-10410,2025-09-30,2025-10-05,South,Chennai,Furniture,Sofa,Consumer,Net Banking,3961.61,5,0.08,350.85
ORD-10411,2024-05-28,2024-05-29,North,Delhi,Office Supplies,Printer,Corporate,UPI,34166.53,3,0.06,15.98
ORD-10412,2023-05-22,2023-05-27,West,Bangalore,Electronics,Laptop,Corporate,UPI,19234.58,6,0.17,502.6
ORD-10413,2025-12-27,2025-12-30,North,Pune,Office Supplies,Desk Organizer,Corporate,UPI,23527.68,8,0.17,-2405.62
ORD-10414,2023-05-14,2023-05-20,South,Bangalore,Electronics,Smartphone,Consumer,UPI,48102.45,9,0.05,3939.38
ORD-10415,2023-06-18,2023-06-22,South,Bangalore,Electronics,Headphones,Consumer,Net Banking,21423.11,7,0.23,-2366.95
ORD-10416,2024-08-21,2024-08-28,West,Chennai,Electronics,Headphones,Consumer,Credit Card,33413.13,4,0.14,-450.9
